Companies;YearFinancialIndicator;ROA;TobinsQ;ROE;YearNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue;SustainabilityPayLink;SustainableThemedCommitment;AuditScore;FirmSize;Leverage;NetMargin;Industry
280;2013;0,05;1,08;0,30;2014;0,32;0,55;0,44;0,00;0,00;0,84;0;0;0;10,34;1,13;0,07;1,00
280;2014;0,05;1,15;0,34;2015;0,44;0,12;0,07;0,00;0,00;0,10;1;1;0;10,33;1,60;0,07;1,00
280;2015;0,05;1,08;0,44;2016;0,32;0,00;0,07;0,00;0,00;0,10;1;1;0;10,34;1,45;0,07;1,00
281;2013;0,13;1,77;0,25;2014;0,44;0,51;0,55;0,00;0,00;0,68;1;1;0;10,93;0,52;0,29;7,00
281;2014;0,12;1,82;0,23;2015;0,40;0,00;0,07;0,00;0,00;0,18;1;1;0;10,99;0,68;0,28;7,00
281;2015;0,09;1,49;0,19;2016;0,76;0,08;0,06;0,10;0,14;0,18;1;1;1;11,03;0,87;0,25;7,00
282;2013;0,11;2,41;0,33;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,78;0,71;0,10;1,00
282;2014;0,12;3,17;0,38;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;9,82;0,69;0,11;1,00
282;2015;0,14;3,92;0,46;2016;0,16;0,00;0,06;0,00;0,00;0,10;0;0;0;9,82;0,71;0,12;1,00
283;2013;0,09;1,10;0,14;2014;0,45;0,10;0,15;0,74;0,48;0,17;1;1;1;10,84;0,16;0,24;3,00
283;2014;0,01;1,13;0,02;2015;0,35;0,02;0,03;0,01;0,07;0,02;1;1;1;10,75;0,20;0,03;3,00
283;2015;-0,16;1,29;-0,26;2016;0,25;0,00;0,03;0,00;0,00;0,03;1;1;1;10,64;0,28;0,28;3,00
284;2013;0,05;1,27;0,14;2014;0,11;0,00;0,00;0,00;0,00;0,55;0;0;0;10,31;0,88;0,02;3,00
284;2014;0,04;1,29;0,11;2015;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,35;1,08;0,02;3,00
284;2015;0,01;0,90;0,04;2016;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,35;1,32;0,01;3,00
285;2013;0,09;;0,34;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,78;0,00;0,25;7,00
285;2014;0,10;;0,36;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,80;0,00;0,25;7,00
285;2015;0,11;;0,40;2016;0,22;0,00;0,06;0,00;0,00;0,16;0;0;0;9,78;0,00;0,26;7,00
286;2013;0,06;0,88;0,19;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,32;0,02;0,07;6,00
286;2014;0,07;1,02;0,19;2015;0,30;0,00;0,08;0,00;0,00;0,07;1;0;1;10,31;0,83;0,07;6,00
286;2015;0,08;0,67;0,23;2016;0,30;0,00;0,08;0,00;0,00;0,07;1;0;1;10,32;0,83;0,08;6,00
287;2013;0,02;0,59;0,06;2014;0,46;0,68;0,44;0,04;0,26;0,26;1;1;1;10,75;0,89;0,05;11,00
287;2014;0,03;0,66;0,09;2015;0,64;0,08;0,11;0,03;0,10;0,12;1;1;1;10,78;0,96;0,08;11,00
287;2015;0,01;0,67;0,05;2016;0,73;0,14;0,11;0,06;0,10;0,12;1;1;1;10,80;0,97;0,05;11,00
288;2013;0,20;;0,33;2014;0,18;0,00;0,00;0,00;0,00;0,91;0;0;0;10,02;0,25;0,28;1,00
288;2014;0,18;;0,30;2015;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;10,17;0,45;0,29;1,00
288;2015;0,15;;0,30;2016;0,21;0,00;0,08;0,00;0,00;0,13;0;0;0;10,24;0,70;0,28;1,00
289;2013;0,04;0,72;0,11;2014;0,35;0,00;0,36;0,00;0,00;0,73;1;0;1;10,51;0,68;0,12;11,00
289;2014;0,04;0,81;0,13;2015;0,27;0,00;0,00;0,00;0,00;0,12;1;0;1;10,55;0,68;0,14;11,00
289;2015;0,05;0,76;0,13;2016;0,31;0,00;0,04;0,00;0,00;0,12;1;0;1;10,57;0,68;0,16;11,00
290;2013;0,09;1,90;0,29;2014;0,39;0,29;0,32;0,36;0,13;0,12;1;1;1;10,89;1,00;0,10;2,00
290;2014;0,08;2,30;0,30;2015;0,49;0,02;0,04;0,08;0,08;0,07;1;1;1;10,85;1,92;0,10;2,00
290;2015;0,08;2,42;0,37;2016;0,50;0,03;0,03;0,08;0,07;0,08;1;1;1;10,84;2,42;0,09;2,00
291;2013;0,12;1,13;0,28;2014;0,41;0,40;0,34;0,28;0,25;0,10;1;1;1;11,24;0,40;0,43;5,00
291;2014;0,05;1,16;0,12;2015;0,52;0,04;0,06;0,03;0,04;0,14;1;1;1;11,23;0,44;0,18;5,00
291;2015;0,04;1,28;0,10;2016;0,62;0,09;0,06;0,09;0,04;0,14;1;1;1;11,22;0,45;0,14;5,00
292;2013;0,00;0,07;0,09;2014;0,40;0,08;0,18;0,00;0,00;0,82;1;1;1;11,32;0,27;0,09;4,00
292;2014;0,01;0,07;0,11;2015;0,46;0,02;0,03;0,01;0,04;0,16;1;1;1;11,34;0,25;0,11;4,00
292;2015;0,01;0,06;0,12;2016;0,46;0,02;0,03;0,02;0,03;0,16;1;1;1;11,34;0,35;0,10;4,00
293;2013;0,08;1,73;0,16;2014;0,29;0,11;0,24;0,09;0,45;0,04;1;1;0;11,16;0,32;0,13;2,00
293;2014;0,07;1,95;0,14;2015;0,53;0,04;0,07;0,04;0,11;0,12;1;1;0;11,13;0,29;0,12;2,00
293;2015;0,07;1,77;0,14;2016;0,41;0,04;0,05;0,05;0,00;0,12;1;1;0;11,11;0,29;0,12;2,00
294;2013;0,05;0,60;0,19;2014;0,22;0,32;0,00;0,00;0,00;0,85;0;0;0;10,39;0,30;0,07;4,00
294;2014;0,04;0,56;0,17;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;10,41;0,31;0,06;4,00
294;2015;0,04;0,58;0,14;2016;0,19;0,00;0,03;0,00;0,00;0,16;0;0;0;10,47;0,37;0,05;4,00
295;2013;0,08;1,42;0,17;2014;0,35;0,55;0,27;0,00;0,00;0,88;0;1;0;10,11;0,47;0,08;6,00
295;2014;0,07;1,41;0,17;2015;0,31;0,08;0,06;0,00;0,00;0,12;0;1;0;10,10;0,57;0,07;6,00
295;2015;0,09;1,11;0,20;2016;0,21;0,00;0,06;0,00;0,00;0,11;0;1;0;10,07;0,28;0,08;6,00
296;2013;0,01;1,12;0,02;2014;0,69;0,94;0,97;0,00;0,00;1,00;1;1;1;10,17;0,66;0,18;4,00
296;2014;0,02;1,23;0,05;2015;0,71;0,13;0,14;0,04;0,07;0,14;1;1;1;10,17;0,68;0,35;4,00
296;2015;0,03;1,10;0,06;2016;0,66;0,12;0,12;0,03;0,05;0,14;1;1;1;10,17;0,80;0,39;4,00
297;2013;0,23;4,26;-1,51;2014;0,62;0,76;0,81;0,93;0,64;0,00;1;0;1;10,58;-3,56;0,11;2,00
297;2014;0,21;4,34;-0,77;2015;0,56;0,11;0,09;0,13;0,08;0,00;1;0;1;10,55;-2,23;0,09;2,00
297;2015;0,21;4,74;-0,52;2016;0,59;0,10;0,10;0,11;0,09;0,00;1;1;1;10,53;-2,15;0,09;2,00
298;2013;0,01;0,22;0,10;2014;0,24;0,07;0,14;0,08;0,00;0,22;1;0;1;11,51;0,87;0,25;4,00
298;2014;0,01;0,20;0,09;2015;0,36;0,02;0,03;0,02;0,06;0,09;1;0;1;11,54;1,08;0,26;4,00
298;2015;0,01;0,21;0,09;2016;0,35;0,01;0,03;0,02;0,04;0,10;1;0;1;11,55;1,18;0,25;4,00
299;2013;0,20;1,68;0,65;2014;0,33;0,32;0,33;0,19;0,35;0,50;0;1;0;10,20;0,68;0,21;8,00
299;2014;0,12;1,91;0,36;2015;0,36;0,00;0,11;0,00;0,00;0,10;1;1;0;10,25;0,75;0,14;8,00
299;2015;0,08;1,66;0,28;2016;0,64;0,11;0,10;0,14;0,05;0,10;1;1;0;10,23;0,86;0,09;8,00
300;2013;0,04;0,82;0,13;2014;0,12;0,00;0,00;0,00;0,00;0,60;0;0;0;10,67;1,38;0,15;11,00
300;2014;0,02;0,84;0,06;2015;0,23;0,00;0,00;0,00;0,11;0,12;0;0;0;10,69;1,87;0,09;11,00
300;2015;0,04;1,09;0,14;2016;0,25;0,00;0,03;0,00;0,11;0,12;0;0;0;10,59;1,79;0,12;11,00
301;2013;0,00;0,08;-0,02;2014;0,51;0,83;0,64;0,67;0,00;0,68;0;1;0;11,86;0,76;-0,02;4,00
301;2014;0,00;0,09;0,03;2015;0,53;0,06;0,06;0,05;0,08;0,14;1;1;0;11,88;0,47;0,02;4,00
301;2015;0,01;0,08;0,13;2016;0,61;0,11;0,07;0,06;0,08;0,14;1;1;0;11,88;0,68;0,10;4,00
302;2013;0,07;0,91;0,17;2014;0,10;0,00;0,00;0,00;0,00;0,25;0;0;1;10,70;0,28;0,02;3,00
302;2014;0,10;0,85;0,22;2015;0,09;0,00;0,00;0,00;0,00;0,04;0;0;1;10,69;0,36;0,03;3,00
302;2015;0,09;0,98;0,19;2016;0,18;0,00;0,09;0,00;0,00;0,04;0;0;1;10,69;0,38;0,04;3,00
303;2013;0,09;2,27;0,28;2014;0,62;0,27;0,21;0,55;0,87;0,68;1;1;1;10,31;1,21;0,15;8,00
303;2014;0,08;2,32;0,26;2015;0,50;0,04;0,02;0,07;0,11;0,06;1;1;1;10,30;1,54;0,14;8,00
303;2015;0,08;2,05;0,33;2016;0,53;0,04;0,02;0,08;0,13;0,06;1;1;1;10,26;2,04;0,14;8,00
304;2013;-0,06;2,31;-0,12;2014;0,12;0,00;0,00;0,00;0,00;0,59;0;0;0;10,09;0,40;-0,24;3,00
304;2014;0,07;1,60;0,13;2015;0,01;0,00;0,00;0,00;0,00;0,01;0;0;0;10,17;0,31;0,18;3,00
304;2015;-0,02;1,33;-0,03;2016;0,03;0,00;0,02;0,00;0,00;0,01;0;0;0;10,18;0,38;-0,06;3,00
305;2013;0,15;2,38;0,18;2014;0,63;0,65;0,74;0,91;0,86;0,29;0;1;1;10,67;0,00;0,27;7,00
305;2014;0,17;2,20;0,21;2015;0,68;0,12;0,12;0,15;0,06;0,13;0;1;1;10,69;0,00;0,30;7,00
305;2015;0,10;1,41;0,14;2016;0,54;0,13;0,00;0,13;0,05;0,13;0;1;1;10,70;0,33;0,20;7,00
306;2013;0,11;;0,34;2014;0,42;0,40;0,39;0,61;0,39;0,00;1;0;1;10,19;0,99;0,21;2,00
306;2014;0,10;;0,30;2015;0,28;0,04;0,02;0,05;0,01;0,00;1;0;1;10,18;1,02;0,17;2,00
306;2015;0,07;;0,22;2016;0,31;0,04;0,03;0,06;0,02;0,00;1;0;1;10,73;0,93;0,30;2,00
307;2013;0,04;1,01;0,09;2014;0,50;0,18;0,06;0,62;0,72;0,30;1;1;1;10,30;0,92;0,09;1,00
307;2014;0,03;1,39;0,08;2015;0,54;0,02;0,01;0,10;0,08;0,12;1;1;1;10,32;0,96;0,08;1,00
307;2015;0,00;1,60;0,08;2016;0,54;0,02;0,01;0,09;0,09;0,12;1;1;1;10,32;0,84;0,00;1,00
308;2013;0,17;8,90;0,26;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,47;0,26;0,20;5,00
308;2014;0,10;10,62;0,14;2015;0,17;0,00;0,00;0,00;0,00;0,17;0;0;0;9,59;0,18;0,12;5,00
308;2015;0,13;8,97;0,19;2016;0,25;0,00;0,08;0,00;0,00;0,17;0;0;0;9,75;0,10;0,16;5,00
309;2013;0,01;0,11;0,07;2014;0,13;0,00;0,00;0,00;0,00;0,65;0;0;0;11,07;0,32;0,21;4,00
309;2014;0,01;0,12;0,07;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;11,08;0,21;0,22;4,00
309;2015;0,01;0,13;0,06;2016;0,11;0,00;0,01;0,00;0,00;0,10;0;0;0;11,10;0,52;0,19;4,00
310;2013;0,06;2,96;0,12;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,46;0,03;0,12;7,00
310;2014;0,06;3,26;0,12;2015;0,19;0,00;0,00;0,00;0,00;0,19;0;0;0;9,55;0,58;0,10;7,00
310;2015;0,05;3,88;0,15;2016;0,24;0,00;0,05;0,00;0,00;0,19;0;0;0;9,59;0,54;0,10;7,00
311;2013;0,13;2,27;0,19;2014;0,10;0,00;0,00;0,00;0,00;0,50;0;0;0;9,78;0,14;0,10;1,00
311;2014;0,12;2,24;0,18;2015;0,19;0,00;0,07;0,00;0,00;0,12;0;0;0;9,80;0,21;0,10;1,00
311;2015;0,08;1,22;0,13;2016;0,16;0,00;0,04;0,00;0,00;0,12;0;0;0;9,80;0,23;0,06;1,00
312;2013;0,14;2,55;0,35;2014;0,74;0,70;0,48;0,89;0,84;0,50;1;1;1;9,77;0,43;0,12;6,00
312;2014;0,14;2,23;0,31;2015;0,60;0,00;0,08;0,12;0,09;0,12;1;1;1;9,79;0,58;0,14;6,00
312;2015;0,13;1,93;0,33;2016;0,76;0,12;0,10;0,12;0,11;0,12;1;1;1;9,81;0,74;0,13;6,00
313;2013;0,07;1,82;0,14;2014;0,14;0,00;0,00;0,00;0,00;0,72;0;0;0;9,91;0,62;0,19;6,00
313;2014;0,08;2,02;0,14;2015;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;9,92;0,41;0,16;6,00
313;2015;0,08;2,12;0,14;2016;0,20;0,00;0,07;0,00;0,00;0,13;0;0;0;10,01;0,46;0,18;6,00
314;2013;0,22;4,14;0,46;2014;0,12;0,00;0,00;0,00;0,00;0,60;0;0;0;9,60;0,08;0,08;1,00
314;2014;0,21;3,60;0,42;2015;0,11;0,00;0,00;0,00;0,00;0,11;0;0;0;9,67;0,18;0,08;1,00
314;2015;0,21;4,15;0,43;2016;0,12;0,00;0,01;0,00;0,00;0,11;0;0;0;9,69;0,17;0,09;1,00
315;2013;0,03;0,97;0,08;2014;0,02;0,00;0,00;0,00;0,00;0,09;0;0;0;10,30;0,89;0,06;6,00
315;2014;0,03;1,08;0,07;2015;0,29;0,00;0,01;0,00;0,00;0,13;1;0;1;10,30;0,91;0,05;6,00
315;2015;0,04;1,14;0,10;2016;0,29;0,00;0,01;0,00;0,00;0,13;1;0;1;10,31;0,97;0,07;6,00
316;2013;0,08;0,95;0,22;2014;0,49;0,51;0,58;0,65;0,83;0,00;0;1;1;10,41;0,43;0,08;6,00
316;2014;0,08;1,23;0,20;2015;0,58;0,09;0,09;0,08;0,07;0,05;1;1;1;10,45;0,56;0,10;6,00
316;2015;0,07;1,33;0,21;2016;0,65;0,08;0,09;0,09;0,14;0,05;1;1;1;10,47;0,53;0,09;6,00
317;2013;-0,03;;-0,12;2014;0,62;0,40;0,35;0,63;0,49;0,68;1;1;1;10,93;1,25;-0,12;10,00
317;2014;-0,04;;-0,13;2015;0,67;0,09;0,11;0,07;0,05;0,16;1;1;1;10,92;1,47;-0,11;10,00
317;2015;-0,02;;-0,08;2016;0,47;0,00;0,11;0,00;0,00;0,16;1;1;1;10,90;1,50;-0,10;10,00
318;2013;-0,01;2,56;-0,12;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,83;15,12;-0,04;10,00
318;2014;0,00;2,82;2,64;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,89;-4,95;-0,02;10,00
318;2015;-0,02;2,96;0,14;2016;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,87;-11,90;-0,11;10,00
319;2013;0,01;5,90;0,02;2014;0,24;0,51;0,52;0,00;0,00;0,16;0;0;1;10,01;0,42;0,01;1,00
319;2014;0,23;5,07;0,48;2015;0,49;0,10;0,08;0,00;0,00;0,10;1;1;1;10,09;0,35;0,15;1,00
319;2015;0,20;7,17;0,42;2016;0,60;0,08;0,09;0,10;0,02;0,10;1;1;1;10,11;0,33;0,12;1,00
320;2013;0,01;0,36;0,11;2014;0,17;0,24;0,15;0,00;0,00;0,56;0;0;0;11,16;0,20;0,19;4,00
320;2014;0,01;0,34;0,12;2015;0,19;0,06;0,02;0,01;0,00;0,10;0;0;0;11,19;0,17;0,21;4,00
320;2015;0,01;0,30;0,12;2016;0,21;0,03;0,06;0,03;0,00;0,10;0;0;0;11,26;0,24;0,21;4,00
321;2013;0,03;;0,12;2014;0,49;0,64;0,06;0,12;0,50;0,44;1;1;1;10,53;1,53;0,19;3,00
321;2014;0,03;;0,13;2015;0,54;0,12;0,03;0,02;0,10;0,06;1;1;1;10,53;1,56;0,18;3,00
321;2015;0,01;;0,03;2016;0,39;0,00;0,03;0,03;0,08;0,05;1;1;1;10,52;1,98;0,04;3,00
322;2013;0,12;2,96;0,42;2014;0,54;0,68;0,78;0,75;0,00;0,29;1;1;0;9,80;0,65;0,07;8,00
322;2014;0,14;4,59;0,63;2015;0,50;0,11;0,12;0,00;0,00;0,12;1;1;0;9,76;1,13;0,08;8,00
322;2015;0,18;4,39;1,13;2016;0,37;0,00;0,11;0,00;0,00;0,11;1;1;0;9,76;2,21;0,09;8,00
323;2013;0,04;2,90;0,11;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,95;1,13;0,10;1,00
323;2014;0,06;2,99;0,24;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,92;3,43;0,12;1,00
323;2015;0,06;3,52;0,89;2016;0,22;0,00;0,06;0,00;0,00;0,16;0;0;0;9,91;-32,72;0,11;1,00
324;2013;0,06;1,38;0,11;2014;0,42;0,44;0,38;0,51;0,00;0,35;1;0;1;9,97;0,36;0,10;2,00
324;2014;0,06;1,26;0,11;2015;0,31;0,00;0,06;0,00;0,00;0,10;1;0;1;9,97;0,37;0,10;2,00
324;2015;0,03;1,12;0,06;2016;0,32;0,00;0,07;0,00;0,00;0,10;1;0;1;10,22;0,76;0,06;2,00
325;2013;0,10;1,72;0,18;2014;0,48;0,62;0,76;0,88;0,21;0,55;0;0;0;10,83;0,26;0,15;3,00
325;2014;0,08;1,63;0,14;2015;0,52;0,04;0,07;0,12;0,12;0,02;1;0;1;10,83;0,28;0,11;3,00
325;2015;0,03;1,31;0,06;2016;0,48;0,06;0,06;0,12;0,08;0,02;1;0;1;10,83;0,41;0,06;3,00
326;2013;0,01;1,03;0,02;2014;0,37;0,17;0,38;0,67;0,60;0,48;0;0;0;10,17;1,11;0,07;4,00
326;2014;0,03;1,11;0,08;2015;0,16;0,00;0,02;0,00;0,00;0,14;0;0;0;10,23;1,26;0,33;4,00
326;2015;0,02;1,06;0,04;2016;0,54;0,07;0,06;0,09;0,14;0,14;0;0;1;10,30;1,49;0,16;4,00
327;2013;0,11;;0,15;2014;0,38;0,59;0,45;0,00;0,00;0,87;0;0;1;10,02;0,28;0,17;7,00
327;2014;0,10;;0,15;2015;0,33;0,00;0,05;0,00;0,00;0,13;1;0;1;10,01;0,18;0,15;7,00
327;2015;0,05;;0,08;2016;0,34;0,00;0,06;0,00;0,00;0,13;1;0;1;9,96;0,38;0,08;7,00
328;2013;0,03;0,89;0,09;2014;0,15;0,00;0,09;0,11;0,00;0,11;1;0;0;10,81;1,12;0,10;11,00
328;2014;0,03;0,97;0,10;2015;0,28;0,00;0,02;0,04;0,00;0,12;1;0;0;9,86;1,04;0,11;11,00
328;2015;0,03;0,89;0,12;2016;0,28;0,00;0,02;0,03;0,01;0,12;1;0;0;10,89;1,20;0,14;11,00
329;2013;0,04;2,05;0,23;2014;0,35;0,54;0,44;0,00;0,00;0,74;0;0;1;10,52;3,88;0,31;4,00
329;2014;0,05;2,59;0,26;2015;0,43;0,03;0,07;0,00;0,00;0,13;1;1;1;10,47;4,09;0,31;4,00
329;2015;0,06;2,69;0,39;2016;0,40;0,00;0,07;0,00;0,00;0,13;1;1;1;10,49;5,01;0,28;4,00
330;2013;0,08;2,85;0,19;2014;0,06;0,00;0,00;0,00;0,00;0,31;0;0;0;9,59;0,73;0,15;6,00
330;2014;0,08;2,87;0,18;2015;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;9,64;0,81;0,13;6,00
330;2015;0,05;1,85;0,11;2016;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;9,85;1,12;0,09;6,00
331;2013;0,03;0,90;0,09;2014;0,48;0,31;0,59;0,48;0,00;0,89;0;1;1;10,57;1,02;0,09;11,00
331;2014;0,03;1,02;0,10;2015;0,50;0,00;0,09;0,09;0,00;0,11;1;1;1;10,60;1,07;0,11;11,00
331;2015;0,03;0,93;0,12;2016;0,51;0,00;0,10;0,12;0,00;0,10;1;1;1;10,61;1,11;0,13;11,00
332;2013;0,01;0,19;0,06;2014;0,13;0,00;0,00;0,00;0,00;0,65;0;0;0;11,24;0,52;0,16;4,00
332;2014;0,01;0,18;0,08;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;11,28;0,60;0,21;4,00
332;2015;0,01;0,15;0,08;2016;0,13;0,00;0,03;0,00;0,00;0,10;0;0;0;11,28;0,38;0,23;4,00
333;2013;0,07;0,19;0,18;2014;0,29;0,33;0,35;0,50;0,00;0,55;0;0;0;10,01;0,83;0,13;5,00
333;2014;0,09;0,18;0,22;2015;0,42;0,12;0,07;0,08;0,00;0,15;0;0;0;10,01;0,75;0,16;5,00
333;2015;0,10;0,15;0,25;2016;0,41;0,09;0,07;0,11;0,00;0,15;0;0;0;10,05;0,82;0,18;5,00
334;2013;0,01;-0,10;0,11;2014;0,32;0,13;0,41;0,17;0,27;0,34;0;1;1;11,39;0,49;0,21;4,00
334;2014;0,01;-0,18;0,10;2015;0,24;0,01;0,03;0,01;0,00;0,10;0;1;1;11,44;0,51;0,19;4,00
334;2015;0,01;-0,09;0,10;2016;0,27;0,00;0,04;0,01;0,02;0,10;0;1;1;11,39;0,63;0,18;4,00
335;2013;0,16;1,34;0,49;2014;0,56;0,39;0,59;0,04;0,50;0,90;1;0;1;10,16;1,44;0,39;2,00
335;2014;0,05;1,60;0,15;2015;0,41;0,08;0,12;0,01;0,05;0,10;0;0;1;10,18;1,26;0,12;2,00
335;2015;0,07;2,04;0,16;2016;0,43;0,13;0,12;0,02;0,02;0,09;0;0;1;10,21;1,00;0,14;2,00
336;2013;0,03;0,94;0,07;2014;0,44;0,43;0,47;0,47;0,70;0,41;0;0;1;10,22;0,56;0,04;6,00
336;2014;0,04;1,12;0,10;2015;0,73;0,09;0,09;0,13;0,12;0,15;1;0;1;10,22;0,55;0,06;6,00
336;2015;0,05;1,25;0,13;2016;0,37;0,00;0,07;0,00;0,00;0,15;1;0;1;10,20;0,68;0,07;6,00
337;2013;0,07;1,62;0,12;2014;0,21;0,54;0,47;0,00;0,00;0,30;0;0;0;10,20;0,30;0,11;5,00
337;2014;0,03;2,01;0,06;2015;0,35;0,00;0,10;0,00;0,00;0,15;1;0;0;10,25;0,38;0,05;5,00
337;2015;0,09;2,06;0,17;2016;0,33;0,00;0,08;0,00;0,00;0,15;1;0;0;10,21;0,38;0,14;5,00
338;2013;0,06;1,31;0,16;2014;0,40;0,12;0,34;0,29;0,54;0,76;0;0;1;10,12;0,36;0,13;7,00
338;2014;0,07;1,41;0,17;2015;0,41;0,01;0,02;0,03;0,01;0,19;1;0;1;10,11;0,30;0,15;7,00
338;2015;0,05;1,05;0,11;2016;0,37;0,01;0,02;0,00;0,10;0,19;0;0;1;10,10;0,30;0,11;7,00
339;2013;0,08;1,63;0,19;2014;0,49;0,78;0,49;0,69;0,00;0,72;0;1;0;10,11;0,56;0,02;2,00
339;2014;0,06;1,31;0,16;2015;0,25;0,00;0,07;0,00;0,00;0,13;0;1;0;10,25;1,36;0,02;2,00
339;2015;0,05;1,88;0,15;2016;0,28;0,00;0,10;0,00;0,00;0,13;0;1;0;10,12;1,08;0,02;2,00
340;2013;0,07;0,95;0,21;2014;0,37;0,27;0,26;0,28;0,16;0,12;1;1;1;11,44;0,76;0,14;10,00
340;2014;0,02;0,85;0,07;2015;0,54;0,06;0,03;0,04;0,04;0,16;1;1;1;11,47;0,88;0,05;10,00
340;2015;0,04;0,85;0,13;2016;0,47;0,03;0,04;0,03;0,02;0,16;1;1;1;11,60;0,97;0,09;10,00
341;2013;0,04;0,91;0,07;2014;0,59;0,43;0,60;0,35;0,10;0,84;1;1;1;10,19;0,37;0,09;2,00
341;2014;0,03;1,21;0,06;2015;0,44;0,03;0,05;0,03;0,06;0,08;1;1;1;10,15;0,30;0,09;2,00
341;2015;0,03;1,65;0,05;2016;0,46;0,03;0,08;0,02;0,04;0,08;1;1;1;10,09;0,41;0,07;2,00
342;2013;0,05;2,12;1,04;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,80;-24,47;0,13;6,00
342;2014;0,05;2,36;-0,32;2015;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;9,84;-5,10;0,08;6,00
342;2015;0,06;2,30;-0,40;2016;0,18;0,00;0,05;0,00;0,00;0,13;0;0;0;9,93;-8,65;0,16;6,00
343;2013;0,05;1,19;0,15;2014;0,35;0,33;0,27;0,30;0,00;0,06;1;1;1;10,67;0,78;0,03;1,00
343;2014;0,03;1,11;0,09;2015;0,47;0,04;0,06;0,05;0,00;0,12;1;1;1;10,67;0,84;0,02;1,00
343;2015;-0,02;1,40;-0,05;2016;0,44;0,04;0,02;0,06;0,00;0,12;1;1;1;10,62;0,90;-0,02;1,00
344;2013;0,10;1,68;0,17;2014;0,40;0,79;0,71;0,00;0,00;0,37;0;1;1;9,69;0,27;0,12;1,00
344;2014;0,04;2,09;0,06;2015;0,41;0,12;0,09;0,00;0,00;0,10;0;1;1;9,70;0,31;0,04;1,00
344;2015;0,10;1,64;0,17;2016;0,42;0,11;0,11;0,00;0,00;0,10;0;1;1;9,71;0,28;0,12;1,00
345;2013;0,22;3,95;0,56;2014;0,22;0,19;0,14;0,00;0,00;0,36;1;0;0;10,03;0,31;0,08;1,00
345;2014;0,20;3,69;0,50;2015;0,21;0,00;0,00;0,00;0,00;0,11;1;0;0;10,06;0,37;0,08;1,00
345;2015;0,20;4,00;0,53;2016;0,24;0,00;0,03;0,00;0,00;0,11;1;0;0;10,08;0,37;0,07;1,00
346;2013;0,04;1,35;0,08;2014;0,49;0,70;0,26;0,73;0,00;0,91;0;0;1;10,50;0,56;0,10;5,00
346;2014;0,04;1,43;0,09;2015;0,44;0,09;0,05;0,00;0,00;0,15;1;0;1;10,63;0,60;0,11;5,00
346;2015;0,05;1,63;0,10;2016;0,34;0,00;0,04;0,00;0,00;0,15;1;0;1;10,61;0,54;0,12;5,00
347;2013;0,00;0,81;0,00;2014;0,07;0,00;0,00;0,00;0,00;0,37;0;0;0;10,70;1,18;0,00;10,00
347;2014;0,00;0,67;0,02;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;10,75;1,56;0,01;10,00
347;2015;0,01;0,84;0,04;2016;0,23;0,00;0,07;0,00;0,00;0,16;0;0;0;10,80;1,58;0,02;10,00
348;2013;0,06;1,21;0,12;2014;0,30;0,21;0,19;0,00;0,00;0,68;0;1;1;10,51;0,36;0,16;1,00
348;2014;0,00;1,33;0,01;2015;0,36;0,00;0,03;0,00;0,00;0,13;1;1;1;10,49;0,46;0,01;1,00
348;2015;0,06;1,29;0,13;2016;0,37;0,00;0,02;0,03;0,00;0,12;1;1;1;10,46;0,53;0,15;1,00
349;2013;0,14;7,94;0,25;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,17;0,35;0,22;1,00
349;2014;0,12;5,43;0,22;2015;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;9,29;0,23;0,18;1,00
349;2015;0,09;5,65;0,15;2016;0,17;0,00;0,04;0,00;0,00;0,13;0;0;0;9,33;0,14;0,13;1,00
