"","Ticker","Year","X.x","Companies.x","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","Companies.y","TobinsQ","X.y","Date","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","Companies","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","X"
"1845","KMB",2017,3492,207,"Consumer Staples",2,"KMB_quarterly_financial_data.xls","kimberly-clark","kimberly-clark corporation","kimberly-clark corp",350706285,350706285,1,1.5151e+10,"5.211e+09",1.4269e+10,"5.858e+09",6.29e+08,2.53e+08,0,1.576e+09,6.472e+09,"4582000000","617000000","617000000","1.75","1.74",0.97,"863000000","-174000000","-741000000","-39000000",6.16e+08,1.9e+08,"116.72","123.77","109.67","None","0.1518",1.79,"157.73","19.23",54.43,"0.6007","10.2893","0.0415","0.1248","1.22","1.92","0.8896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2015,239,0.35,0.02,0.03,0.03,0.01,0.11,1,0,1,NA
"1846","KMB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2016,166,0.41,0.03,0.02,0.02,0.01,0.11,1,1,1,NA
"1847","KMI",2012,3508,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",1035669044,1035669044,1,6.8185e+10,"3.674e+09",4.4086e+10,"5.209e+09",1.3865e+10,1.0234e+10,0,2.4743e+10,3.2e+10,"3.079e+09","220000000","220000000","0.24","0.24",0.31,"868000000","1.281e+09","-2.205e+09","-61000000",7.14e+08,6.23e+08,"34.22","36.5","31.93","0.0278","0.0053",13.39,"2.62","110.39",2.39,"4.3337","2.308","0.2033","0.0316","0.17","0.24","0.7053",208,1.03,11572,"2012-12-01",0.0439755658671343,1e-04,0.0119,0.0438755658671343,0.0118,0.72951984809331,0.0352672316596332,0.00870833420750106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","KMI",2013,3503,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",1030677290,1030677290,1,7.5185e+10,"3.868e+09",4.69e+10,"6.075e+09",1.3093e+10,1.5192e+10,0,2.6942e+10,3.3887e+10,"3.872e+09","338000000","338000000","0.33","0.33",0.41,"1287000000","-1.026e+09","-4.7e+08","-218000000",5.98e+08,1.173e+09,"34.49","36.68","32.3","0.0891","0.0163",12.7,"2.71","32.54",3.95,"1.3527","2.5882","0.1741","0.0848","0.19","0.11","0.6367",208,0.97,11581,"2013-12-01",0.0128600366904204,0,0.0281,0.0128600366904204,0.0281,0.21366530375475,0.00685604165491194,0.00600399503550846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","KMI",2014,3502,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",2130052022,2130052022,1,8.3198e+10,"3.752e+09",4.8772e+10,"6.362e+09",3.4076e+10,3.5e+08,0,2.6956e+10,4.0246e+10,"3.951e+09","126000000","126000000","0.14","0.07",0.44,"975000000","-1.19e+09","6e+07","-157000000",3.15e+08,9.39e+08,"38.22","43.18","33.25","0.057","0.0131",16,"3.13","31.85",5.65,"2.1761","1.1811","0.4096","0.0632","0.21","0.02","0.5898",208,1.6,11599,"2014-12-01",0.0229512365810881,0,-6e-04,0.0229512365810881,-6e-04,0.970152385090401,0.0235333280121423,-0.000582091431054241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","KMI",2015,3507,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",2231555976,2231555976,1,8.4104e+10,"2.824e+09",4.8701e+10,"4.065e+09",3.5119e+10,2.84e+08,0,2.7341e+10,4.2406e+10,"3.636e+09","-695000000","-695000000","-0.32","-0.32",0.51,"1796000000","-9.84e+08","-7.59e+08","50000000",2.29e+08,8.97e+08,"23.55","32.89","14.22","0.0072","0.003",15.74,"1.48","47.1",7.58,"16.8353","1.2075","0.4176","0.0176","0.17","0.4","0.6947",208,0.91,11603,"2015-12-01",-0.457272090008256,1e-04,-0.0216,-0.457372090008256,-0.0217,1.13954623544843,-0.432643936699025,-0.024628153309231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","KMI",2016,3504,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",2232438943,2232438943,1,8.0305e+10,"3.229e+09",4.5503e+10,"5.924e+09",3.4431e+10,3.71e+08,0,2.547e+10,3.7354e+10,"3.389e+09","209000000","170000000","0.08","0.08",0.13,"1292000000","-6.58e+08","-3.05e+08","327000000",6.84e+08,4.43e+08,"21.39","23.36","19.43","0.0158","0.0086",15.42,"1.38","None",8.09,"2.0421","1.0849","0.4288","0.0423","0.16","0.38","0.5451",208,1.07,11613,"2016-12-01",-0.0694756884806228,3e-04,0.0185,-0.0697756884806228,0.0182,-0.129457599989659,-0.067419560160811,-0.00205612831981179,208,2014,412,0.08,0,0,0,0,0.38,0,0,0,NA
"1852","KMI",2017,3506,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",2206066684,2206066684,1,7.9055e+10,"2.715e+09",4.3931e+10,"6.181e+09",3.3636e+10,1.488e+09,0,2.5261e+10,3.5015e+10,"3.632e+09","-1006000000","-1045000000","-0.47","-0.47",0.13,"1294000000","-8.76e+08","-6.87e+08","-275000000",2.64e+08,9.57e+08,"17.93","19.17","16.68","0.0008","0.0023",15.25,"1.14","32.02",8.6,"42.4624","1.041","0.4255","0.002","0.17","0.15","0.4392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2015,479,0.05,0,0,0,0,0.05,0,0,0,NA
"1853","KMI",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2016,485,0.06,0,0.01,0,0,0.05,0,0,0,NA
"1854","KMX",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1.29,11630,"2012-12-01",0.0346919076271092,1e-04,0.0119,0.0345919076271092,0.0118,0.311574469459143,0.0309153288874913,0.00377657873961789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","KMX",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1.43,11642,"2013-12-01",-0.0684255363307006,0,0.0281,-0.0684255363307006,0.0281,0.850810218465417,-0.0923333034695788,0.0239077671388782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","KMX",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1.45,11659,"2014-12-01",0.155703933116167,0,-6e-04,0.155703933116167,-6e-04,2.43693053343532,0.157166091436228,-0.00146215832006119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","KMX",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1.36,11663,"2015-12-01",-0.0598722511093231,1e-04,-0.0216,-0.0599722511093231,-0.0217,0.775404718715323,-0.0431459687132006,-0.0167262823961225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","KMX",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1.28,11682,"2016-12-01",0.108142558386012,3e-04,0.0185,0.107842558386012,0.0182,2.88519916555774,0.0553319335728611,0.0528106248131508,209,2014,435,0,0,0,0,0,0,0,0,0,NA
"1859","KMX",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,2015,428,0.1,0,0,0,0,0.1,0,0,0,NA
"1860","KMX",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,2016,391,0.18,0,0.08,0,0,0.1,0,0,0,NA
"1861","KO",2012,3521,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4456717996,4456717996,1,8.6174e+10,"3.0328e+10",5.3006e+10,"2.7821e+10",3.279e+10,3.78e+08,0,1.3294e+10,1.4736e+10,"11455000000","1866000000","1866000000","0.41","0.42",0.26,"2805000000","-1005000000","-2948000000","-1173000000",8.442e+09,7.39e+08,"37.2","38.83","35.58","0.2752","0.1055",7.36,"5.03","19.48",9.89,"0.5103","0.4494","0.3805","0.1878","0.56","0.46","1.0901",210,2.02,11686,"2012-12-01",-0.0450391206582701,1e-04,0.0119,-0.0451391206582701,0.0118,0.29210555837578,-0.0485859662471043,0.0035468455888342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","KO",2013,3531,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4405893150,4405893150,1,9.0055e+10,"3.1304e+10",5.6615e+10,"2.7811e+10",3.3173e+10,2.67e+08,0,1.3281e+10,1.9154e+10,"11040000000","1710000000","1710000000","0.4","0.38",0.28,"2830000000","-1231000000","-2362000000","-704000000",1.0414e+10,8.78e+08,"39.11","41.39","36.83","0.2641","0.0961",7.53,"5.37","20.16",11.01,"0.5776","0.5774","0.3684","0.1832","0.52","0.44","1.1256",210,2.19,11706,"2013-12-01",0.0274864840043236,0,0.0281,0.0274864840043236,0.0281,0.50169497248105,0.0133888552776061,0.0140976287267175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","KO",2014,3527,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4366243616,4366243616,1,9.2023e+10,"3.2986e+10",6.1462e+10,"3.2374e+10",3.032e+10,2.41e+08,0,1.3764e+10,1.9063e+10,"10872000000","770000000","770000000","0.18","0.18",0.3,"2636000000","-948000000","-3435000000","-2126000000",8.958e+09,7.83e+08,"42.4","45","39.8","0.2176","0.0757",6.94,"5.56","23.56",12.23,"0.7501","0.6287","0.3295","0.1543","0.49","0.42","1.0189",210,2.2,11716,"2014-12-01",-0.0599835156472551,0,-6e-04,-0.0599835156472551,-6e-04,1.2577606022959,-0.0592288592858776,-0.000754656361377539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","KO",2015,3509,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4329497778,4329497778,1,9.0093e+10,"3.3395e+10",6.4329e+10,"2.693e+10",2.5554e+10,2.1e+08,0,1.2631e+10,2.8407e+10,"10000000000","1237000000","1237000000","0.29","0.28",0.33,"2138000000","-773000000","-3935000000","-2674000000",7.309e+09,8.2e+08,"42.17","43.91","40.43","0.2701","0.08",5.9,"7.04","26.86",13.55,"0.7805","1.1116","0.2836","0.166","0.48","0.3","1.2401",210,2.31,11725,"2015-12-01",0.00794591555365344,1e-04,-0.0216,0.00784591555365344,-0.0217,0.704349102098717,0.0231302910691956,-0.0151843755155422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","KO",2016,3511,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4293461702,4293461702,1,8.727e+10,"3.401e+10",6.405e+10,"2.6532e+10",2.3062e+10,1.58e+08,0,2.1128e+10,2.9684e+10,"9409000000","550000000","550000000","0.13","0.12",0.35,"2073000000","334000000","-4762000000","-2592000000",8.555e+09,6.43e+08,"41.45","43.03","39.88","0.2593","0.0712",5.37,"6.85","25.12",14.95,"0.9249","1.2871","0.2643","0.1559","0.46","0.33","1.2818",210,2.29,11740,"2016-12-01",0.0271376008615458,3e-04,0.0185,0.0268376008615458,0.0182,0.1840699079683,0.0234875285365227,0.00365007232502307,210,2014,147,0.41,0.79,0.42,0.11,0,0.04,1,1,1,NA
"1866","KO",2017,3519,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4265906533,4265906533,1,8.7896e+10,"3.6545e+10",6.8919e+10,"2.7194e+10",1.7072e+10,1.905e+09,0,1.6374e+10,3.1182e+10,"7512000000","-2752000000","-2752000000","-0.65","-0.65",0.37,"1188000000","-2694000000","-4948000000","-6522000000",6.006e+09,4.49e+08,"46.11","47.48","44.75","0.0594","0.0138",4,"8.88","44.34",16.43,"5.0592","1.8265","0.1942","0.0352","0.39","0.17","1.3439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,2015,34,0.66,0.09,0.11,0.09,0.1,0.07,1,1,1,NA
"1867","KO",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,2016,103,0.52,0.01,0.03,0.1,0.12,0.07,1,1,1,NA
"1868","KR",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,11754,"2012-12-01",-0.00841938102657017,1e-04,0.0119,-0.00851938102657017,0.0118,0.411201230007234,-0.0133715555406555,0.00495217451408536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","KR",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,11767,"2013-12-01",-0.0546394155116174,0,0.0281,-0.0546394155116174,0.0281,1.53253814137109,-0.0977037372841449,0.0430643217725276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","KR",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,11773,"2014-12-01",0.0704845248900354,0,-6e-04,0.0704845248900354,-6e-04,1.78355096007517,0.0715546554660805,-0.0010701305760451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","KR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,11790,"2015-12-01",0.105015138314833,1e-04,-0.0216,0.104915138314833,-0.0217,0.475538897936019,0.115234332400045,-0.0102191940852116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872","KR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,11801,"2016-12-01",0.0661818158960795,3e-04,0.0185,0.0658818158960795,0.0182,0.166954362553815,0.0628432464976001,0.00333856939847944,211,2014,225,0.31,0.53,0.17,0,0,0.78,0,1,0,NA
"1873","KR",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,2015,232,0.36,0.08,0,0,0,0.13,1,1,0,NA
"1874","KR",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,2016,164,0.41,0.1,0.03,0,0,0.13,1,1,0,NA
"1875","KSS",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.84,11811,"2012-12-01",-0.0381194609009759,1e-04,0.0119,-0.0382194609009759,0.0118,0.559206436707387,-0.0448180968541231,0.00669863595314717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876","KSS",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.84,11826,"2013-12-01",0.0262444949918228,0,0.0281,0.0262444949918228,0.0281,1.09200373802162,-0.00444081004658465,0.0306853050384075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","KSS",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.76,11838,"2014-12-01",0.0235383318818711,0,-6e-04,0.0235383318818711,-6e-04,1.30696474805319,0.024322510730703,-0.000784178848831913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878","KSS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.63,11847,"2015-12-01",0.0105530736543927,1e-04,-0.0216,0.0104530736543927,-0.0217,1.53097769639826,0.043675289666235,-0.0331222160118423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","KSS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.59,11853,"2016-12-01",-0.0862854655587215,3e-04,0.0185,-0.0865854655587215,0.0182,0.449271453030003,-0.0947622060038675,0.00847674044514606,212,2014,118,0.45,0.28,0.25,0.25,0.43,0.37,1,1,1,NA
"1880","KSS",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,2015,122,0.51,0.08,0.04,0.02,0.06,0.11,1,1,1,NA
"1881","KSS",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,2016,98,0.53,0.1,0.06,0,0.06,0.11,1,1,1,NA
"1882","KSU",2012,3559,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",110154639,110154639,1,6395900000,"522300000",2995200000,"424800000",3096600000,304100000,6100000,0,1547600000,"568400000","91800000","91800000","0.84","0.84",0.2,"157200000","-223700000","-47900000","-114400000",72600000,218300000,"78.48","84.16","72.8","0.1272","0.0595",28.06,"2.87","22.68",94.39,"0.2291","0.5008","0.4832","0.1685","0.35","-0.55","1.2295",213,1.66,11876,"2012-12-01",0.0685020123301436,1e-04,0.0119,0.0684020123301436,0.0118,1.04004518906411,0.0561294790991871,0.0123725332309565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","KSU",2013,3554,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",110247066,110247066,1,7435400000,"942400000",3758800000,"730600000",3370600000,3.06e+08,6100000,0,1856900000,"615600000","113800000","113800000","1.03","1.03",0.21,"225800000","-269500000","377300000","333600000",429500000,267700000,"116.9","125.96","107.84","0.1082","0.0511",30.52,"3.94","39.1",95.24,"0.2683","0.5519","0.4525","0.1482","0.34","-0.38","1.2899",213,2.06,11887,"2013-12-01",0.0246938885237619,0,0.0281,0.0246938885237619,0.0281,1.25143871125807,-0.0104715392625899,0.0351654277863517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884","KSU",2014,3542,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",110411095,110411095,1,8.091e+09,"818300000",4026900000,"898800000",3755500000,308600000,6100000,0,1.841e+09,"642500000","141000000","141000000","1.28","1.27",0.28,"224200000","-260100000","98100000","62200000",3.48e+08,260900000,"118.03","126.49","109.57","0.1401","0.065",33.96,"3.58","27.39",96.36,"0.246","0.491","0.4634","0.1949","0.33","-0.33","0.9104",213,1.94,11898,"2014-12-01",0.0279377536067749,0,-6e-04,0.0279377536067749,-6e-04,0.310003444659434,0.0281237556735706,-0.00018600206679566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","KSU",2015,3538,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",108498752,108498752,1,8.341e+09,"537000000",4116300000,"757600000",3914300000,310400000,6100000,0,2.045e+09,"598000000","139300000","139300000","1.29","1.28",0.33,"238100000","-179000000","-39100000","20000000",136600000,1.66e+08,"85.05","100.4","69.7","0.1249","0.0592",36.02,"2.4","19.37",97.68,"0.2994","0.5233","0.4686","0.1998","0.3","0.66","0.7088",213,1.24,11903,"2015-12-01",-0.192404292684787,1e-04,-0.0216,-0.192504292684787,-0.0217,0.572143863299038,-0.180088770851198,-0.0123155218335891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","KSU",2016,3547,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",106643666,106643666,1,8817500000,"648000000",4.413e+09,"744400000",4089900000,314600000,6100000,0,2271500000,"598500000","129600000","129600000","1.2","1.21",0.33,"229500000","-162200000","-189800000","-122500000",170600000,158800000,"88.06","96.83","79.3","0.1187","0.0552",38.29,"2.33","19.57",99,"0.2971","0.5562","0.4631","0.2047","0.27","0.66","0.8705",213,1.3,11913,"2016-12-01",-0.0406502415437381,3e-04,0.0185,-0.0409502415437381,0.0182,0.752991306523697,-0.0546546833224694,0.0140044417787313,213,2014,435,0,0,0,0,0,0,0,0,0,NA
"1887","KSU",2017,3546,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",103053604,103053604,1,9198700000,"680100000",4333300000,"971700000",4548900000,316500000,6100000,0,2235500000,"660400000","551700000","551700000","5.36","5.34",0.36,"294700000","-139100000","-109900000","45700000",134100000,136300000,"107.28","114.85","99.7","0.2268","0.1062",44.08,"2.72","21.08",100.38,"0.1499","0.4921","0.4939","0.3724","0.29","1.54","0.6999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,2015,349,0.18,0,0,0,0,0.18,0,0,0,NA
