"Day" "Month" "Year" "Ticker" "RD"
                
            "
"3398" "31" "03" "2015" "WAT" "
                
                    28.95M
                
            "
"3411" "31" "03" "2013" "JNPR" "
                
                    262.20M
                
            "
"3412" "31" "03" "2016" "UTX" "
                
                    541.00M
                
            "
"3413" "31" "03" "2016" "ABT" "
                
                    379.00M
                
            "
"3415" "31" "03" "2012" "JNPR" "
                
                    269.60M
                
            "
"3416" "31" "03" "2015" "UTX" "
                
                    564.00M
                
            "
"3417" "31" "03" "2015" "ABT" "
                
                    313.00M
                
            "
"3418" "31" "03" "2016" "XRX" "
                
                    126.00M
                
            "
"3421" "31" "03" "2014" "IBM" "
                
                    1.402B
                
            "
"3422" "31" "03" "2014" "MYL" "
                
                    118.00M
                
            "
"3423" "31" "03" "2013" "SLB" "
                
                    292.00M
                
            "
"3425" "31" "03" "2013" "IBM" "
                
                    1.644B
                
            "
"3426" "31" "03" "2013" "MYL" "
                
                    126.50M
                
            "
"3427" "31" "03" "2012" "SLB" "
                
                    275.00M
                
            "
"3428" "31" "03" "2012" "UTX" "
                
                    544.00M
                
            "
"3429" "31" "03" "2012" "ABT" "
                
                    363.71M
                
            "
"3430" "31" "03" "2014" "ILMN" "
                
                    77.04M
                
            "
"3431" "31" "03" "2015" "ZBH" "
                
                    48.30M
                
            "
"3433" "31" "03" "2013" "VMW" "
                
                    271.00M
                
            "
"3434" "31" "03" "2013" "ILMN" "
                
                    61.45M
                
            "
"3435" "31" "03" "2014" "ZBH" "
                
                    47.40M
                
            "
